match_score,match_method,jjm_village,lgd_village,shrug_village,shrug_place,jjm_district,shrug_district,jjm_block,shrug_subdistrict,jjm_panchayat,jjm_village_id,lgd_village_id,jjm_panchayat_id,shrid2
100.0,manual,Kunnur,Gudageri,kunnur,kunnur,Haveri,haveri,Shiggaon,shiggaon,Kunnoor,167164,603884,64622,11-29-564-05489-603886
100.0,manual,Ramapur,RAMAPUR,ramapur,ramapur,Haveri,haveri,Hanagal,haveri,Aladakatti,637734,924839,299956,11-29-564-05492-604219
100.0,manual,HONNAHANAKODU,GEJJEHANAKODU,honnahanakodu,honnahanakodu,Kodagu,kodagu,Somvarpet,somvarpet,Doddamolathe,153441,923949,62402,11-29-576-05567-617902
100.0,manual,V Badaga,KANDAGALA,v badaga,v badaga,Kodagu,kodagu,Virajpet,virajpet,BITTANGALA,153530,924037,62435,11-29-576-05568-618013
100.0,manual,CHANNIGARAYAPURA,Channarayapura,channigarayapura,channigarayapura,Kolar,kolar,Malur,malur,Madivala,155147,622219,62644,11-29-581-05592-622137
100.0,manual,Kurubarahalli,Kurubarahalli,kurubarahalli,kurubarahalli,Kolar,kolar,Kolar,srinivaspur,Doodahasala,155040,622080,62630,11-29-581-05590-621678
100.0,manual,UPASAPURA,Upasapura,upasapura,upasapura,Kolar,kolar,Malur,bangarapet,Nosagere,155249,622436,62652,11-29-581-05593-622569
100.0,manual,VENKATAPURA,VENKATAPURA,venkatapura,venkatapura,Kolar,kolar,Malur,kolar,HASANDAHALLI,155386,622357,62647,11-29-581-05591-621859
100.0,manual,Konapur,Konapur,konapur,konapur,Koppal,koppal,Kushtagi,kushtagi,Jahagirgudadur,166027,601521,64239,11-29-560-05465-601392
100.0,manual,Basavanahalli,Basavana Halli,basavanahalli,basavanahalli,Mandya,mandya,Malvalli,malavalli,H.basapura,157065,614697,62885,11-29-573-05552-614788
100.0,manual,Halagapura,Halaganadoddi,halagapura,halagapura,Mandya,mandya,Malvalli,malavalli,Bydarahalli,665310,614776,62886,11-29-573-05552-614781
100.0,manual,Hemmadahalli,HEMMADAHALLY,hemmadahalli,hemmadahalli,Mandya,mandya,Krishnarajpet,krishnarajpet,Ballekere,156653,926858,62797,11-29-573-05546-613495
100.0,manual,Kenchanahalli,Kanchanahalli,kenchanahalli,kenchanahalli,Mandya,mandya,Pandavapura,pandavapura,T.S.CHATRA,157708,614083,62975,11-29-573-05548-614159
100.0,manual,N.kodihalli,N.KODIHALLI,n kodihalli,n kodihalli,Mandya,mandya,Malvalli,maddur,T.k.halli,157095,614762,62891,11-29-573-05551-614523
100.0,manual,Ragimuddanahalli,Moodanahalli,ragimuddanahalli,ragimuddanahalli,Mandya,mandya,Pandavapura,mandya,Gummanahalli,665972,614127,62965,11-29-573-05550-614461
100.0,manual,HOSAGABBADI,Gabbadi,hosagabbadi,hosagabbadi,RAMANAGARA,ramanagara,Kanakapura,kanakapura,KAGGALAHALLI,142980,626344,59963,11-29-584-05608-626345
100.0,manual,HOSAHALLI,Hosahalli,hosahalli,hosahalli,RAMANAGARA,ramanagara,Kanakapura,kanakapura,Arekattedoddi(Kachuvanahalli),142962,626506,59959,11-29-584-05608-626400
100.0,manual,NAGLAPUR,NAGLAPUR,naglapur,naglapur,Raichur,raichur,Devadurga,raichur,Somanamaradi,699918,600575,299870,11-29-559-05461-600846
100.0,manual,Kumbarkop,Kumbarkop,kumbarkop,kumbarkop,Uttara Kannada,uttara kannada,Haliyal,haliyal,Gundolli,164779,602756,64035,11-29-563-05480-602813
100.0,manual,Malwadi,Malawadi,malwadi,malwadi,Uttara Kannada,uttara kannada,Haliyal,haliyal,CHIBBALGERI`,164790,602799,64036,11-29-563-05480-602869
100.0,manual,SHAKHAPUR,Shakhapur,shakhapur,shakhapur,Yadgir,yadgir,HUNASAGI,shorapur,Arakera J.,589480,621066,62053,11-29-580-05587-620923
91.66666666666666,strict_fuzzy,ARISINAKUNTE,ARISHINAKUNTE,,arasinakunte,BENGALURU RURAL,bangalore rural,Devanhalli,nelamangala,NALLURU,588424,938780,59868,11-29-583-05601-624949
100.0,strict_fuzzy,BANAHALLY,Banahalli,banahalli,banahalli,BENGALURU RURAL,bangalore rural,Hoskote,hosakote,NANDAGUDI,142797,625675,59935,11-29-583-05604-625547
85.71428571428572,strict_fuzzy,CHIKKA HOSAHALLI,Chikkahosahalli (D),chikkanahalli,chikkanahalli,BENGALURU RURAL,bangalore rural,Devanhalli,nelamangala,Bettekote,594614,910262,59881,11-29-583-05601-624816
100.0,strict_fuzzy,MUTHUKADAHALLY,Muttugadahalli,muttugadahalli,muttugadahalli,BENGALURU RURAL,bangalore rural,Dodballapur,dod ballapur,HULIKUNTE,142491,625067,59903,11-29-583-05602-625185
100.0,strict_fuzzy,NAGENAHALLY,Nagenahalli,nagenahalli,nagenahalli,BENGALURU RURAL,bangalore rural,Devanhalli,dod ballapur,G.CHOWDAPANAHALLY,142316,910258,59882,11-29-583-05602-625229
100.0,strict_fuzzy,SRINIVASAPURA,Srinivasapura,srinivasapura,srinivasapura,BENGALURU RURAL,bangalore rural,Dodballapur,nelamangala,HANABE,142441,625114,59899,11-29-583-05601-624756
100.0,strict_fuzzy,VENKATAPURA,Venkatapura,venkatapura,venkatapura,BENGALURU RURAL,bangalore rural,Hoskote,nelamangala,Lakkondahalli,142765,625605,59932,11-29-583-05601-624783
90.9090909090909,strict_fuzzy,Athani Rural,Athani (Rural) (Part),,athni,Belagavi,belgaum,Athni,athni,Athani (Grameen),143618,597300,60054,11-29-555-05434-803024
100.0,strict_fuzzy,Budihal,Budihal,budihal,budihal,Belagavi,belgaum,Gokak,chikodi,Suladhala,143954,597497,60244,11-29-555-05433-597134
100.0,strict_fuzzy,Chandur,Chandur,chandur,chandur,Belagavi,belgaum,Belagavi,chikodi,Sulebhavi,143724,597756,60125,11-29-555-05433-597179
100.0,strict_fuzzy,Dharanatti,Rangadholi,dharanatti,dharanatti,Belagavi,belgaum,Belagavi,belgaum,Dharanatti,661560,597701,60141,11-29-555-05438-597696
100.0,strict_fuzzy,Dhupadal,Dhupdal,dhupadal,dhupadal,Belagavi,belgaum,Savadathi,gokak,Yakkundi,144410,598228,60415,11-29-555-05436-597442
94.11764705882352,strict_fuzzy,Gaundawad,Goundawad (Part),goudawad,goudawad,Belagavi,belgaum,Belagavi,hukeri,Kangrali B.K,143707,597691,60116,11-29-555-05437-597611
100.0,strict_fuzzy,Hanchinal K.k.,Hanchinal (K.K.),hanchinal,hanchinal,Belagavi,belgaum,Chikodi,hukeri,Karagaon,143839,597236,60196,11-29-555-05437-597580
100.0,strict_fuzzy,Hidkal,Hidakal,hidakal,hidakal,Belagavi,belgaum,Raybag,raybag,Hidkal,144446,597617,60438,11-29-555-05435-597402
100.0,strict_fuzzy,Hulikatti,Hulikatti,hulikatti,hulikatti,Belagavi,belgaum,Belagavi,gokak,Aralikatti,143664,597778,60097,11-29-555-05436-597482
85.71428571428572,strict_fuzzy,Hunnur,HONNUR,honnapur,honnapur,Belagavi,belgaum,Hukeri,sampgaon,Hosur,664341,939177,60305,11-29-555-05440-598116
100.0,strict_fuzzy,Kallur,Kallur,kallur,kallur,Belagavi,belgaum,Bylahongal,ramdurg,Maradinagalapur,144601,598064,60499,11-29-555-05442-598391
100.0,strict_fuzzy,Morab,Morab,morab,morab,Belagavi,belgaum,Khanapur,raybag,Bailur,144205,597822,60350,11-29-555-05435-597397
100.0,strict_fuzzy,Mutnal,Mutnal,mutnal,mutnal,Belagavi,belgaum,Gokak,belgaum,Nandagaon,662240,597437,60247,11-29-555-05438-597791
94.73684210526316,strict_fuzzy,Piranawadi,Peeranwadi (CT),peerawadi,peerawadi,Belagavi,belgaum,Belagavi,chikodi,Piranawadi,143704,597800,60114,11-29-555-05433-597206
94.73684210526316,strict_fuzzy,Shindolli,Shindoli (Part),shindholli,shindholli,Belagavi,belgaum,Belagavi,khanapur,Nilaji,143767,597766,60143,11-29-555-05439-597940
100.0,strict_fuzzy,Sultanpur,Sultanpur,sultanpur,sultanpur,Belagavi,belgaum,Hukeri,raybag,Sulthanaput,144058,597607,60308,11-29-555-05435-597411
87.5,strict_fuzzy,Yakkundi,Yakkundi,lakkundi,lakkundi,Belagavi,belgaum,Savadathi,sampgaon,Yakkundi,144408,598229,60415,11-29-555-05440-598045
100.0,strict_fuzzy,B K PALYA,Arebinnamangala,arebinnamangala,arebinnamangala,Bengaluru Urban,bangalore,YELAHANKA,bangalore north,Bandikodagehalli,148215,938495,61391,11-29-572-05542-612924
100.0,strict_fuzzy,Channadasipalya,ARAKERE,arakere,arakere,Bengaluru Urban,bangalore,Bengaluru South,bangalore north,Channenahalli,665221,938427,299653,11-29-572-05542-612835
100.0,strict_fuzzy,Devegere,AGARA (BEGUR HOBLI),agara,agara,Bengaluru Urban,bangalore,Bengaluru South,bangalore south,K.Gollahalli,148335,939479,61417,11-29-572-05543-613039
100.0,strict_fuzzy,Giddenahalli,Giddenahalli,giddenahalli,giddenahalli,Bengaluru Urban,bangalore,Anekal,bangalore north,Kallubalu,147905,613286,61343,11-29-572-05542-612812
100.0,strict_fuzzy,Gollahalli,GOLLAHALLI,gollahalli,gollahalli,Bengaluru Urban,bangalore,Bengaluru South,bangalore north,Chikkanahalli,665865,924158,61442,11-29-572-05542-612923
100.0,strict_fuzzy,Gopalanagara,MARENAHALLI ( UTTARAHALLI HOBLI),marenahalli,marenahalli,Bengaluru Urban,bangalore,Bengaluru South,bangalore north,Chunchanakuppe,665578,939488,61441,11-29-572-05542-612929
94.73684210526316,strict_fuzzy,GOPALPURA,CHIKKABOMMASANDRA,gopalapura,gopalapura,Bengaluru Urban,bangalore,YELAHANKA,bangalore north,Marenahalli,148227,938533,61392,11-29-572-05542-612749
100.0,strict_fuzzy,Govindashettipalya,AVALAHALLI,avalahalli,avalahalli,Bengaluru Urban,bangalore,Bengaluru South,bangalore north,Konappana Agrahara,148280,938477,61403,11-29-572-05542-612939
100.0,strict_fuzzy,Gururayanapura,SONNENAHALLI (KOTLU K.G),sonnenahalli,sonnenahalli,Bengaluru Urban,bangalore,Bengaluru South,bangalore north,Chunchanakuppe,148483,939493,61441,11-29-572-05542-612826
90.9090909090909,strict_fuzzy,H. Gollahalli,HOSAKEREHALLI,gollahalli,gollahalli,Bengaluru Urban,bangalore,Bengaluru South,bangalore north,H. Gollahalli,148320,938480,259828,11-29-572-05542-612923
100.0,strict_fuzzy,HOSAHALLI,HOSAHALLI,hosahalli,hosahalli,Bengaluru Urban,bangalore,YELAHANKA,anekal,Sathanooru,700197,612909,299660,11-29-572-05545-613181
100.0,strict_fuzzy,KODIGEHALLI,KODIGEHALLI,kodigehalli,kodigehalli,Bengaluru Urban,bangalore,Bengaluru North,bangalore east,Kodigehalli,697341,612822,61368,11-29-572-05544-613093
100.0,strict_fuzzy,Kodigehalli,KODIGEHALLI,kodigehalli,kodigehalli,Bengaluru Urban,bangalore,Bengaluru North,bangalore east,Kodigehalli,148062,612822,61368,11-29-572-05544-613093
100.0,strict_fuzzy,Lakshmipura,RAGHAVANAPALYA,lakshmipura,lakshmipura,Bengaluru Urban,bangalore,Bengaluru South,bangalore north,Chunchanakuppe,665539,938467,61441,11-29-572-05542-612804
86.95652173913044,strict_fuzzy,Mahimmannanapalya,BOGENAHALLI,bommenahalli,bommenahalli,Bengaluru Urban,bangalore,Bengaluru North,bangalore east,Kadabagere,665311,939417,273464,11-29-572-05544-613097
93.33333333333333,strict_fuzzy,Menaseganahalli,BAHDURPURA,menasiganahalli,menasiganahalli,Bengaluru Urban,bangalore,Anekal,anekal,Vanakanahalli,147863,939404,61337,11-29-572-05545-613333
85.71428571428572,strict_fuzzy,Metipalya,VASANTAPURA,dasanapura,dasanapura,Bengaluru Urban,bangalore,Bengaluru South,bangalore north,Choolanayakanahalli,665502,938487,61440,11-29-572-05542-612780
100.0,strict_fuzzy,Ramasandra,BASAVANAPURA,ramasandra,ramasandra,Bengaluru Urban,bangalore,Bengaluru South,anekal,Sulikere,148353,613064,61420,11-29-572-05545-613146
85.71428571428572,strict_fuzzy,Saalu Hunase,BILEKAHALLI,boilahalli,boilahalli,Bengaluru Urban,bangalore,Bengaluru South,bangalore north,Kagglipura,665230,938430,61412,11-29-572-05542-612905
100.0,strict_fuzzy,Vaderahalli,VADEERA HALLI,vaderahalli,vaderahalli,Bengaluru Urban,bangalore,Bengaluru South,bangalore north,Agara,665565,924154,61416,11-29-572-05542-612772
100.0,strict_fuzzy,Veerasandra,CHANNASANDRA,channasandra,channasandra,Bengaluru Urban,bangalore,Bengaluru South,bangalore north,Nelaguli,665285,938478,299654,11-29-572-05542-612837
85.71428571428572,strict_fuzzy,ALIABAD (J),ALIABAD (J),allabad,allabad,Bidar,bidar,Bidar,bhalki,Aliabad (j),693388,600256,60862,11-29-558-05455-599950
88.88888888888889,strict_fuzzy,Bompalli,Bompalli,borampalli,borampalli,Bidar,bidar,Bidar,homnabad,Yerrnalli,145757,600124,60864,11-29-558-05458-600304
85.71428571428572,strict_fuzzy,HONAKANAPURA,Bhogganapura,bhogapura,bhogapura,CHAMARAJANAGARA,chamarajanagar,Gundlupet,chamarajanagar,KOTEKERE,168910,619452,65127,11-29-578-05577-619647
100.0,strict_fuzzy,HULLEPURA,HULLEPURA,hullepura,hullepura,CHAMARAJANAGARA,chamarajanagar,Chamarajanagar,gundlupet,MANGALA,697273,924903,65088,11-29-578-05576-619578
100.0,strict_fuzzy,KALANAHUNDI,KAALANAHUNDY,kalanahundi,kalanahundi,CHAMARAJANAGARA,chamarajanagar,Gundlupet,chamarajanagar,BEGUR,664565,926061,65134,11-29-578-05577-619699
95.65217391304348,strict_fuzzy,BANANAHALLI,Devanurkaval,banannahalli,banannahalli,CHIKKAMAGALURU,chikmagalur,Kadur,kadur,Devanur,596546,609618,61191,11-29-570-05529-609570
96.0,strict_fuzzy,BASAVANAHLLI,BASAVANAHALLY,basavanahalli,basavanahalli,CHIKKAMAGALURU,chikmagalur,Tarikere,tarikere,MUDUGODU,147620,609153,61291,11-29-570-05528-609119
90.9090909090909,strict_fuzzy,BELI BASAVANAHALLI,Belibasavanahalli,b basavanahalli,b basavanahalli,CHIKKAMAGALURU,chikmagalur,Tarikere,kadur,KORANAHALLI,147594,609211,61285,11-29-570-05529-609558
100.0,strict_fuzzy,CHANNAPURA,Channapura,channapura,channapura,CHIKKAMAGALURU,chikmagalur,AJJAMPURA,tarikere,BAGGAVALLI,147458,609160,61262,11-29-570-05528-609319
92.3076923076923,strict_fuzzy,CHEERANAHALLI,Cheernanahalli Kaval,cheelanahalli,cheelanahalli,CHIKKAMAGALURU,chikmagalur,AJJAMPURA,kadur,CHEERANAHALLI,147515,609270,61270,11-29-570-05529-609539
100.0,strict_fuzzy,GOLLARAHALLI,Gollarahalli,gollarahalli,gollarahalli,CHIKKAMAGALURU,chikmagalur,AJJAMPURA,kadur,DODDABOKIKERE,147535,609202,61272,11-29-570-05529-609380
100.0,strict_fuzzy,HOSAHALLI,HOSAHALLY,hosahalli,hosahalli,CHIKKAMAGALURU,chikmagalur,Chikkamagaluru,tarikere,DASARAHALLI,665766,609791,61119,11-29-570-05528-609176
100.0,strict_fuzzy,KURUBARAHALLI,Kurubarahalli,kurubarahalli,kurubarahalli,CHIKKAMAGALURU,chikmagalur,Kadur,tarikere,CHEELANAHALLI,146955,609503,61190,11-29-570-05528-609315
100.0,strict_fuzzy,MAKANAHALLI,Makanahalli,makanahalli,makanahalli,CHIKKAMAGALURU,chikmagalur,AJJAMPURA,tarikere,Bukkambudi,147498,609245,61268,11-29-570-05528-609206
92.3076923076923,strict_fuzzy,MALLIGENAHALLI,THYAGADHA BHAGI FOREST,mallenahalli,mallenahalli,CHIKKAMAGALURU,chikmagalur,Tarikere,tarikere,GULLADAMANE,664450,939544,61276,11-29-570-05528-609185
93.33333333333333,strict_fuzzy,S. BIDARE,S. BIDARE,s bidre,s bidre,CHIKKAMAGALURU,chikmagalur,Kadur,kadur,S.Bidre,700122,609662,61220,11-29-570-05529-609661
100.0,strict_fuzzy,SIDDARAHALLI,Siddarahalli,siddarahalli,siddarahalli,CHIKKAMAGALURU,chikmagalur,Tarikere,tarikere,SIDDARAHALLI,147649,609223,61297,11-29-570-05528-609152
88.0,strict_fuzzy,SIDDEGOWDANA KOPPALU,Angajanahalli,ganganahalli,ganganahalli,CHIKKAMAGALURU,chikmagalur,Kadur,kadur,0,596556,609531,0,11-29-570-05529-609420
95.23809523809523,strict_fuzzy,SRIRAMPURA,SRIRAMPURA,sriramapura,sriramapura,CHIKKAMAGALURU,chikmagalur,Kadur,tarikere,HARALAGATTA,664465,917153,300292,11-29-570-05528-609306
100.0,strict_fuzzy,THIPPAGONDANAHALLI,Thippagondanahalli,thippagondanahalli,thippagondanahalli,CHIKKAMAGALURU,chikmagalur,Kadur,tarikere,Chikkadevanur,146938,609482,61188,11-29-570-05528-609294
92.3076923076923,strict_fuzzy,V. SIDDARAHALLI,V. SIDDARAHALLI,siddarahalli,siddarahalli,CHIKKAMAGALURU,chikmagalur,Kadur,tarikere,BASUR,697144,609647,61183,11-29-570-05528-609152
88.88888888888889,strict_fuzzy,YAREHALLY,YAREHALLY,yarehalli,yarehalli,CHIKKAMAGALURU,chikmagalur,Kadur,kadur,HULLEHALLI,147037,609374,61199,11-29-570-05529-609354
95.65217391304348,strict_fuzzy,BALENAHALLI,BALENAHALLY(M),obalenahalli,obalenahalli,Chikkaballapura,chikkaballapura,Gudibanda,chikkaballapura,BEECHAGANAHALLY,154725,926148,62600,11-29-582-05596-623680
100.0,strict_fuzzy,BANDARLAHALLY,Bandarlahalli,bandarlahalli,bandarlahalli,Chikkaballapura,chikkaballapura,Chintamani,gauribidanur,Kurubur,154236,624451,62536,11-29-582-05595-623284
96.0,strict_fuzzy,BATTALAPURA,Kakarlachinte,kakalachinte,kakalachinte,Chikkaballapura,chikkaballapura,Chintamani,chikkaballapura,BURUDAGUNTE,664874,624317,62557,11-29-582-05596-623468
88.0,strict_fuzzy,BHATHALAHALLY,BHATHALAHALLY(M),bathalahalli,bathalahalli,Chikkaballapura,chikkaballapura,Gudibanda,gudibanda,Varlakonda,664505,926178,62602,11-29-582-05597-623722
91.66666666666666,strict_fuzzy,BINGANAHALLI,BINGANAHALLI,singanahalli,singanahalli,Chikkaballapura,chikkaballapura,Chintamani,gauribidanur,Upparapet,665043,925621,62532,11-29-582-05595-623222
93.33333333333333,strict_fuzzy,BRAHMANARAHALLY,BRAMHANARAHALLI,brahmanarahalli,brahmanarahalli,Chikkaballapura,chikkaballapura,Sidlaghatta,gudibanda,GANJIGUNTE,155890,926195,62719,11-29-582-05597-623720
93.33333333333333,strict_fuzzy,BUDUGAVARAHALLI,BUDAGAVARAHALLI,badagavarahalli,badagavarahalli,Chikkaballapura,chikkaballapura,Sidlaghatta,chintamani,Talakayalabetta,155748,917253,299797,11-29-582-05600-624639
88.23529411764706,strict_fuzzy,BYARANAYAKANAHALLI,BAIRANAYAKANAHALLI.,byranaikanahalli,byranaikanahalli,Chikkaballapura,chikkaballapura,Chikballapur,sidlaghatta,Nandi,154100,939386,62522,11-29-582-05599-624207
86.66666666666667,strict_fuzzy,CHANDAGANAHALLI,CHANDAGANAHALLI,gandraganahalli,gandraganahalli,Chikkaballapura,chikkaballapura,Sidlaghatta,chintamani,DIBBURAHALLI,155756,925947,62704,11-29-582-05600-624502
86.66666666666667,strict_fuzzy,CHIKKAKONDRAHALLI,CHIKKAKONDRAHALLI,chikkanahalli,chikkanahalli,Chikkaballapura,chikkaballapura,Chintamani,chikkaballapura,Upparapet,665045,925623,62532,11-29-582-05596-623601
92.3076923076923,strict_fuzzy,DASARENAHALLY,Dasarahalli,dasarenahalli,dasarenahalli,Chikkaballapura,chikkaballapura,Gauribidanur,chikkaballapura,D.PALYA,594771,623360,62565,11-29-582-05596-623501
88.0,strict_fuzzy,DASARLAHALLI,DASARLAHALLI,dasarenahalli,dasarenahalli,Chikkaballapura,chikkaballapura,Sidlaghatta,chikkaballapura,Talakayalabetta,664966,926203,299797,11-29-582-05596-623501
92.3076923076923,strict_fuzzy,GUNTHUR GADDE,Gurralagadde,gunthurugadde,gunthurugadde,Chikkaballapura,chikkaballapura,Chintamani,chintamani,Yagavakote,154485,624453,62561,11-29-582-05600-624436
100.0,strict_fuzzy,JADALATHIMMANAHALLY,Jadalathimmanahalli,jadalathimmanahalli,jadalathimmanahalli,Chikkaballapura,chikkaballapura,Chikballapur,chikkaballapura,AGALAGURKI,154090,623550,62520,11-29-582-05596-623627
85.71428571428572,strict_fuzzy,JAGAREDDYHALLI,JAGAREDDTHALLY,jogireddyhalli,jogireddyhalli,Chikkaballapura,chikkaballapura,Gauribidanur,gauribidanur,MELYA,665036,925731,62589,11-29-582-05595-623327
100.0,strict_fuzzy,JARABANDANAHALLY,Jarabandahalli,jarabandahalli,jarabandahalli,Chikkaballapura,chikkaballapura,Gauribidanur,gauribidanur,JARABANDANAHALLY,154563,623238,62577,11-29-582-05595-623404
86.66666666666667,strict_fuzzy,KADACHIKKANAHALLI,KADACHIKKANAHALLY,chikkanahalli,chikkanahalli,Chikkaballapura,chikkaballapura,Gauribidanur,chikkaballapura,HALEHALLY,665044,925694,62573,11-29-582-05596-623601
91.66666666666666,strict_fuzzy,KAMBALAHALLY,KAMBALAHALLY,kambalahalli,kambalahalli,Chikkaballapura,chikkaballapura,Gauribidanur,gauribidanur,Bevinahalli,154629,925646,62587,11-29-582-05595-623368
90.9090909090909,strict_fuzzy,MACHAHALLI,MACHAHALLY(M),machenahalli,machenahalli,Chikkaballapura,chikkaballapura,Gudibanda,gauribidanur,HAMPASANDRA,154829,926155,62606,11-29-582-05595-623223
85.71428571428572,strict_fuzzy,MADDAREDDIHALLI,MADDAREDDYHALLI(M),imareddihalli,imareddihalli,Chikkaballapura,chikkaballapura,Gudibanda,chintamani,SOMENAHALLI,154778,926211,62603,11-29-582-05600-624654
92.3076923076923,strict_fuzzy,MINCHANAHALLI,MINCHANAHALLY (M),minchalahalli,minchalahalli,Chikkaballapura,chikkaballapura,Gudibanda,chintamani,Tirumani,154743,926171,62601,11-29-582-05600-624321
100.0,strict_fuzzy,NALLAGUTLAHALLY,Nallaguttahalli,nallaguttahalli,nallaguttahalli,Chikkaballapura,chikkaballapura,Chintamani,chikkaballapura,Raguttahalli,154246,624454,62537,11-29-582-05596-623462
86.66666666666667,strict_fuzzy,PULAGUNDLAHALLY,Billagundlapalli,billandlahalli,billandlahalli,Chikkaballapura,chikkaballapura,Chintamani,chintamani,Yagavakote,154489,624404,62561,11-29-582-05600-624373
93.33333333333333,strict_fuzzy,RAGIMAKALAHALLY,RAGIMAKALAHALLY,ragimakalahalli,ragimakalahalli,Chikkaballapura,chikkaballapura,Chintamani,chikkaballapura,Batlahalli,664865,926137,62533,11-29-582-05596-623591
100.0,strict_fuzzy,THIPPANAHALLY,Thippenahalli,thippenahalli,thippenahalli,Chikkaballapura,chikkaballapura,Chintamani,chikkaballapura,KOTAGAL,154358,624559,62549,11-29-582-05596-623548
88.0,strict_fuzzy,Avalenahalli,Avalenahalli,kavalanahalli,kavalanahalli,Chitradurga,chitradurga,Chitradurga,challakere,Turuvanur,663983,605499,65227,11-29-566-05504-605242
94.73684210526316,strict_fuzzy,DONEHALL I,Donehalli Kaval,donehalli,donehalli,Chitradurga,chitradurga,Challakere,challakere,Obalapura,589269,605316,65192,11-29-566-05504-605321
90.0,strict_fuzzy,Ganjigatti,GANJIGATTI,ganjigatte,ganjigatte,Chitradurga,chitradurga,Chitradurga,holalkere,Janukonda,663922,927369,65234,11-29-566-05506-605625
86.66666666666667,strict_fuzzy,Hanumanahalli,HANUMANAHALLI,hanumanthanahalli,hanumanthanahalli,Chitradurga,chitradurga,Chitradurga,challakere,Chikkabennur,663777,927174,65243,11-29-566-05504-605279
90.9090909090909,strict_fuzzy,Hunasekatee,HUNASEKATEE,hunasekatte,hunasekatte,Chitradurga,chitradurga,Hosdurga,chitradurga,G.N.KERE,663853,927490,65304,11-29-566-05505-605547
94.11764705882352,strict_fuzzy,MEDHEHALLI,Medehalli(Part),edehalli,edehalli,Chitradurga,chitradurga,Chitradurga,holalkere,MEDEHALLI,169522,605585,65259,11-29-566-05506-605753
